region;year;poverty_percent;population;disabled_total;disabled_18_30;disabled_31_40;disabled_41_50;disabled_51_60;disabled_60_plus;newborns;child_deaths_urban;child_deaths_rural;poor_children_share;poor_old_share;poor_working_share;hh_no_crowding;hh_some_crowding;hh_high_crowding;area_total_per_capita;area_living_per_capita;rooms_per_hh;hh_plan_improve;drug_alco_rate;workers_share;cash_income_per_capita;real_incomes_index;formal_wage_paid;real_wage_index;welfare_expense_share;grp_per_capita;industry_total;mining;manufacturing;energy;water_waste;retail_turnover;crime_juveniles;crime_repeat_offenders;crime_prev_convicted;crime_group;crime_group_prep;crime_organized_group;crime_criminal_community;crime_intox_alcohol;crime_intox_narcotic;crime_intox_toxic;poor_abs;production_pc;retail_to_income;birth_rate_per_1000;infant_mortality_per_1000;disabled_per_1000
Алтайский край;2015;18.0;2384812.0;;;;;;;27475.0;128.0;94.0;;;;;;;;;;;;79.7;20860.0;99.1;20090.0;90.0;18.8;204933.1;321526330.38;5519930.2;271650997.4;44355402.78;;134925.0;;;;;;;;;;;429266.16;134.82250608433705;6.468120805369128;11.520824283004279;8.08007279344859;
Алтайский край;2016;17.8;2376774.0;;;;;;;26325.0;124.0;87.0;;;;;;;;;;;;78.4;21256.0;94.7;21202.0;98.4;20.4;224525.8;315781937.9;4852175.4;265882785.23;45046977.27;;137844.0;1310.0;19308.0;7688.0;69.0;1480.0;94.0;0.0;13875.0;241.0;0.0;423065.77200000006;132.86157535381992;6.484945427173504;11.07593738403399;8.015194681861349;
Алтайский край;2017;17.5;2365680.0;178967.0;8273.0;13553.0;14253.0;28820.0;114068.0;21215.0;106.0;79.0;38.0;6.4;55.6;;;;;;;;;79.3;22139.0;100.0;22743.0;103.6;30.9;231268.4;367988195.7;6143029.4;307969929.4;45806615.7;8068621.4;143873.0;1134.0;17755.0;7947.0;47.0;1348.0;145.0;5.0;11976.0;345.0;1.0;413994.0;155.55282020391599;6.4986223406657935;8.967823205167225;8.72024510959227;75.65139832944438
Алтайский край;2018;17.4;2350080.0;175193.0;7654.0;13491.0;14884.0;26850.0;112314.0;23491.0;106.0;70.0;42.1;5.1;52.8;;;;;;;;88.1;82.2;22829.0;99.7;25519.0;109.3;29.8;247599.3;385596372.18;5023392.5;322810259.6;47439687.08;10323033.0;150444.0;1081.0;17117.0;7919.0;51.0;1371.0;25.0;32.0;10864.0;99.0;3.0;408913.92;164.07797699652778;6.590038985500898;9.9958299291939;7.492231067217232;74.54767497276688
Алтайский край;2019;17.6;2332813.0;173868.0;7243.0;13482.0;15477.0;25395.0;112271.0;21117.0;54.0;60.0;38.7;3.9;57.4;;;;;;;;73.5;82.0;23937.0;99.6;27962.0;104.9;28.3;271319.7;419158974.7;7745963.3;357699013.3;43900541.6;9813456.6;159514.0;961.0;16553.0;7820.0;60.0;1156.0;77.0;5.0;9873.0;53.0;1.0;410575.08800000005;179.67962914301316;6.6639094289175755;9.052161489154939;5.398494104276176;74.53147766237585
Алтайский край;2020;17.5;2317153.0;168269.0;7136.0;13409.0;16028.0;23552.0;108144.0;19976.0;53.0;44.0;31.4;9.2;59.4;83.2;13.4;3.3;25.9;18.0;2.4;14.9;58.6;78.6;23864.0;95.5;30072.0;103.8;29.7;291156.9;426221675.12;9146146.1;361880102.22;44741016.3;10454410.5;153605.0;887.0;15400.0;7278.0;64.0;901.0;87.0;2.0;9396.0;46.0;0.0;405501.775;183.94196460915614;6.436682869594368;8.620924039111788;4.855826992390869;72.61885598404594
Амурская область;2015;15.2;809873.0;;;;;;;10781.0;52.0;31.0;;;;;;;;;;;;84.1;28240.0;96.1;32902.0;88.0;19.2;343385.7;138602833.6;72179618.9;33902153.3;32521061.4;;182491.0;;;;;;;;;;;123100.696;171.14144267064094;6.462145892351275;13.311963727646186;7.698729245895557;
Амурская область;2016;17.0;805689.0;;;;;;;10377.0;30.0;23.0;;;;;;;;;;;;86.2;27976.0;92.1;33837.0;96.0;28.9;370192.4;125936824.2;64379100.3;27898736.6;33658987.3;;191523.0;782.0;7341.0;3332.0;46.0;687.0;22.0;0.0;4518.0;80.0;3.0;136967.13;156.30947449946567;6.845975121532742;12.879659521229655;5.107449166425749;
Амурская область;2017;16.7;801752.0;67214.0;3438.0;5301.0;6275.0;11829.0;40371.0;9430.0;28.0;20.0;39.9;6.0;54.1;;;;;;;;;86.3;29213.0;101.1;37368.0;107.4;26.3;373935.1;134422073.8;64359021.7;31095364.8;36087137.1;2880550.2;202038.0;709.0;7225.0;3387.0;52.0;788.0;15.0;0.0;4071.0;123.0;2.0;133892.58399999997;167.6604159390934;6.916030534351145;11.761741785489777;5.090137857900318;83.83390375078578
Амурская область;2018;15.6;798424.0;65679.0;3242.0;5352.0;6230.0;11055.0;39800.0;8889.0;29.0;17.0;40.6;4.6;54.8;;;;;;;;113.3;86.9;30937.0;102.4;42315.0;110.1;24.1;419905.2;134380418.1;60169335.7;34091035.6;37046365.6;3073681.2;214688.0;552.0;6933.0;3495.0;25.0;623.0;16.0;0.0;3925.0;122.0;2.0;124554.144;168.30708758754747;6.93952225490513;11.133182369267457;5.174935313308583;82.26080378345341
Амурская область;2019;15.7;793194.0;64684.0;3209.0;5305.0;6290.0;10366.0;39514.0;7919.0;27.0;16.0;33.9;7.2;58.9;;;;;;;;86.4;86.5;33304.0;101.7;47234.0;106.0;22.7;521060.1;170013343.1;82506015.1;39032331.9;45166385.3;3308610.4;231113.0;506.0;6240.0;3115.0;28.0;508.0;27.0;0.0;3279.0;135.0;3.0;124531.45799999998;214.34017793881446;6.939496757146289;9.983686210435279;5.429978532643011;81.54877621363752
Амурская область;2020;15.2;790044.0;62621.0;3246.0;5174.0;6344.0;9523.0;38334.0;7853.0;29.0;13.0;38.4;4.7;56.9;77.3;16.8;5.9;23.2;17.3;2.3;14.7;67.1;84.8;35499.0;100.3;52430.0;105.2;21.7;571362.1;202288233.5;116722688.8;39093856.5;43000318.7;3471369.5;245233.0;431.0;6001.0;3078.0;52.0;409.0;57.0;0.0;3123.0;108.0;2.0;120086.688;256.0467942291822;6.908166427223302;9.939952711494549;5.348274544759964;79.26267397765189
Архангельская область;2015;16.5;1183323.0;;;;;;;14670.0;62.0;26.0;;;;;;;;;;;;85.0;31285.0;95.1;38300.0;92.7;15.4;532533.7;444329769.1;235591598.7;173404818.9;35333351.5;;194266.0;;;;;;;;;;;195248.295;375.4932246732296;6.209557295828672;12.397291356628749;5.9986366734833;
Архангельская область;2016;15.2;1174078.0;;;;;;;14121.0;63.0;18.0;;;;;;;;;;;;85.7;31394.0;92.9;40790.0;99.4;16.3;609484.0;462384333.06;257676185.5;168026406.8;36681740.76;;203019.0;756.0;6847.0;3539.0;78.0;1209.0;84.0;68.0;5513.0;39.0;11.0;178459.85599999997;393.8276103120917;6.466808944384277;12.027309940225436;5.736137667304016;
Архангельская область;2017;14.3;1165750.0;87456.0;3281.0;5150.0;6697.0;13217.0;59111.0;11387.0;54.0;22.0;38.1;6.8;55.1;;;;;;;;;87.5;32310.0;98.9;42950.0;102.0;24.8;654268.9;648107658.0;294998009.4;310668820.7;36673806.3;5767021.6;217241.0;668.0;6450.0;3417.0;64.0;1363.0;71.0;1.0;4824.0;20.0;2.0;166702.25;555.9576736006862;6.723645930052616;9.76796054042462;6.674277685079477;75.0212309671885
Архангельская область;2018;13.5;1155028.0;85929.0;3054.0;5135.0;6766.0;12576.0;58398.0;10301.0;39.0;15.0;39.5;6.5;54.0;;;;;;;;79.8;87.1;33831.0;102.0;48307.0;110.6;24.2;753081.9;673813275.7;385401767.4;247566785.6;34885933.9;5958788.8;229576.0;591.0;6460.0;3309.0;78.0;1050.0;50.0;14.0;4464.0;29.0;3.0;155928.78;583.3739750897814;6.785965534568887;8.918398515014355;5.242209494223862;74.39559906772823
Архангельская область;2019;13.6;1144119.0;85345.0;2874.0;5184.0;6857.0;12104.0;58326.0;10253.0;43.0;16.0;33.0;8.1;59.0;;;;;;;;86.3;84.3;35693.0;100.1;52434.0;103.8;22.4;780623.9;632307000.7;393050127.4;194721562.6;38353995.2;6181315.5;239516.0;601.0;6962.0;3631.0;56.0;998.0;22.0;0.0;4144.0;26.0;0.0;155600.184;552.6584216327149;6.710447426666293;8.961480405447336;5.754413342436361;74.59451333296624
Архангельская область;2020;12.8;1136535.0;83461.0;2920.0;5147.0;7072.0;11511.0;56811.0;9500.0;26.0;7.0;30.2;6.7;63.1;;;;;;;;60.9;82.3;36779.0;98.6;55891.0;102.8;21.4;697648.2;595009153.87;286207903.7;260857083.28;41400918.82;6543248.07;249101.0;551.0;6569.0;3522.0;45.0;967.0;54.0;0.0;4011.0;31.0;4.0;145476.48;523.5291072162318;6.772913891079148;8.358739502083086;3.473684210526316;73.43460606140593
Архангельская область без АО;2015;16.2;1139950.0;;;;;;;12890.0;59.0;25.0;;;;;;;;;;;;83.1;29716.0;95.1;35592.0;92.4;;352837.9;211503654.39999998;18468235.6;160872718.7;32162700.1;;194345.0;;;;;;;;;;;184671.9;185.53765902013245;6.540079418495087;11.30751348743366;6.516679596586501;
Архангельская область без АО;2016;14.9;1130240.0;;;;;;;13313.0;62.0;17.0;;;;;;;;;;;;83.8;29837.0;93.0;38118.0;100.0;;400764.6;203094232.26;24664373.7;145656682.0;32773176.56;;202977.0;;;;;;;;;;;168405.76;179.69124456752547;6.802862218051413;11.778914212910532;5.934049425373695;
Архангельская область без АО;2017;13.9;1121813.0;;;;;;;11714.0;50.0;22.0;37.4;7.1;55.5;;;;;;;;;85.6;30707.0;98.7;40352.0;102.5;;441961.6;354504876.1;27140121.8;289234907.2;32841559.6;5288287.5;217332.0;;;;;;;;;;;155932.007;316.0106685338822;7.077604455010258;10.442025542581517;6.146491377838484;
Архангельская область без АО;2018;12.5;1111031.0;;;;;;;10671.0;39.0;14.0;38.8;6.6;54.6;;;;;;;;;85.2;32054.0;101.7;45427.0;110.7;;493205.1;303235555.2;33267927.0;232650643.3;31823418.3;5493566.6;229922.0;;;;;;;;;;;138878.875;272.9316780539877;7.172958133150309;9.60459249111861;4.9667322650173364;
Архангельская область без АО;2019;12.7;1100290.0;;;;;;;9662.0;42.0;16.0;31.3;8.9;59.8;;;;;;;;;82.3;33874.0;100.2;49435.0;104.0;;509917.0;266792470.7;33553813.1;193168477.7;34362608.9;5707571.0;240155.0;;;;;;;;;;;139736.83;242.47468458315535;7.089655783196552;8.781321288024067;6.0028979507348375;
Архангельская область без АО;2020;12.3;1092424.0;;;;;;;8906.0;24.0;5.0;28.5;7.2;64.3;83.3;14.5;2.2;24.6;16.9;2.4;13.4;;80.2;34852.0;98.4;52779.0;102.9;;514200.4;332053498.02;30698169.7;259143871.78;36359400.42;5852056.12;250033.0;;;;;;;;;;;134368.152;303.9602736849428;7.174136347985768;8.152512211375804;3.256231753873793;
Астраханская область;2015;14.2;1021287.0;;;;;;;14875.0;89.0;30.0;;;;;;;;;;;;82.3;23832.0;94.0;25499.0;89.9;18.8;315996.9;211626952.5;125060487.2;61013672.3;25552793.0;;170883.0;;;;;;;;;;;145022.754;207.21594664379356;7.170317220543807;14.564955786179594;8.0;
Астраханская область;2016;16.1;1018626.0;;;;;;;14270.0;61.0;21.0;;;;;;;;;;;;82.7;22841.0;90.1;27493.0;101.4;20.5;361704.8;227798229.2;137479662.7;61916666.4;28401900.1;;164241.0;378.0;5438.0;3487.0;91.0;742.0;41.0;19.0;2943.0;294.0;2.0;163998.78600000002;223.63284385044167;7.190622126877107;14.00906711589926;5.746320953048353;
Астраханская область;2017;15.5;1018866.0;44196.0;2979.0;3926.0;4728.0;8785.0;23778.0;12321.0;52.0;22.0;40.2;4.2;55.5;;;;;;;;;86.1;22884.0;97.1;29599.0;104.5;27.7;434701.5;313284869.19;226960972.4;53839490.4;27700172.2;4784234.19;163829.0;320.0;4865.0;2740.0;36.0;755.0;55.0;2.0;2522.0;218.0;2.0;157924.23;307.4838783412146;7.1591067995105755;12.092856175394997;6.006006006006006;43.37763749109304
Астраханская область;2018;15.1;1017514.0;43356.0;2776.0;3966.0;4666.0;8369.0;23579.0;11800.0;57.0;14.0;35.0;5.2;59.8;;;;;;;;;84.3;23670.0;100.6;33630.0;110.7;26.4;570206.4;441883269.0;346022363.8;61945738.9;27806375.5;6108790.8;170710.0;384.0;5458.0;2795.0;51.0;821.0;60.0;2.0;2674.0;114.0;0.0;153644.614;434.2773357418178;7.2120828052386985;11.596892032935173;6.016949152542373;42.609733133892995
Астраханская область;2019;15.5;1014065.0;43544.0;2663.0;3987.0;4808.0;8093.0;23993.0;11005.0;54.0;18.0;43.4;4.7;51.9;;;;;;;;;82.9;24971.0;100.7;36093.0;103.0;25.8;596388.2;450757342.2;339167957.3;76914575.7;29213093.3;5461715.9;179153.0;279.0;5412.0;2855.0;42.0;733.0;88.0;16.0;2592.0;54.0;2.0;157180.075;444.50537411309926;7.17444235312963;10.852361535010083;6.542480690595184;42.94004822176093
Астраханская область;2020;15.6;1005782.0;42970.0;2680.0;4024.0;4964.0;7765.0;23537.0;9901.0;51.0;13.0;42.1;5.5;52.4;77.5;19.4;3.1;24.9;19.2;2.3;16.4;;80.3;25199.0;97.1;38885.0;104.5;31.4;526950.9;362298877.9;249844173.9;76028083.9;29929257.8;6497362.3;174527.0;343.0;5395.0;2622.0;42.0;680.0;80.0;19.0;2534.0;70.0;2.0;156901.992;360.2161083614541;6.925949442438192;9.844081520647617;6.463993536006464;42.72297575418928
Белгородская область;2015;8.5;1547936.0;;;;;;;17864.0;68.0;42.0;;;;;;;;;;;;84.8;28043.0;99.3;25456.0;93.2;11.3;447619.7;672848478.5;81211147.2;562897323.5;28740007.8;;178097.0;;;;;;;;;;;131574.56;434.6746109012259;6.35085404557287;11.540528807392553;6.157635467980296;
Белгородская область;2016;8.1;1550137.0;;;;;;;17261.0;72.0;36.0;;;;;;;;;;;;86.4;29799.0;100.8;27091.0;100.8;11.8;501467.8;721036298.8100001;88929906.1;603881379.96;28225012.75;;192504.0;272.0;4336.0;2314.0;35.0;528.0;157.0;47.0;2689.0;27.0;0.0;125561.097;465.1435962176247;6.460082553105809;11.135144829134457;6.2568796709344765;
Белгородская область;2017;7.8;1552865.0;215173.0;5866.0;10151.0;15863.0;35487.0;147806.0;15113.0;43.0;34.0;43.4;11.8;44.8;;;;;;;;;87.7;30342.0;99.1;29066.0;104.5;16.4;539720.5;783325738.0;116588313.5;629092604.8;27030715.9;10614103.8;203298.0;218.0;4253.0;2362.0;17.0;534.0;74.0;34.0;2411.0;48.0;1.0;121123.47;504.4390452486211;6.700217520268934;9.732333461054244;5.094951366373321;138.5651682535185
Белгородская область;2018;7.5;1549876.0;206624.0;5421.0;9962.0;15289.0;33187.0;142765.0;14318.0;40.0;33.0;44.8;12.9;42.3;;;;;;;;41.3;88.3;30778.0;98.7;31852.0;106.8;15.6;588641.5;895434129.31;148863422.7;710828806.31;26805485.3;8936415.0;217059.0;220.0;4383.0;2521.0;37.0;454.0;69.0;0.0;2331.0;44.0;3.0;116240.7;577.7456579171495;7.052407563844304;9.23815840751131;5.098477440983378;133.31647176935445
Белгородская область;2019;7.8;1547418.0;200166.0;5133.0;9695.0;15116.0;31212.0;139010.0;12204.0;23.0;16.0;0.0;0.0;0.0;;;;;;;;39.3;88.1;32352.0;100.6;34615.0;104.0;13.8;617426.5;939036367.47;178389894.9;722699719.47;26542583.5;11404169.8;230704.0;246.0;4442.0;2730.0;22.0;395.0;47.0;1.0;2279.0;55.0;2.0;120698.604;606.8407938061985;7.131058358061326;7.886686079650101;3.1956735496558504;129.3548349573289
Белгородская область;2020;7.2;1549151.0;192554.0;4983.0;9502.0;14994.0;29116.0;133959.0;11366.0;25.0;22.0;;;;86.3;11.7;2.0;25.1;17.8;2.6;12.0;39.5;87.3;32841.0;98.1;37442.0;104.8;16.1;646569.0;974146909.31;189803813.7;746380688.41;26787381.9;11175025.3;237076.0;219.0;4599.0;2787.0;15.0;505.0;26.0;129.0;2251.0;49.0;0.0;111538.87200000002;628.826311515146;7.218903200267958;7.336921965644408;4.135139890902693;124.29646948554401
Брянская область;2015;14.1;1232940.0;;;;;;;14067.0;67.0;44.0;;;;;;;;;;;;78.3;23428.0;97.0;21679.0;89.0;22.0;221080.0;187525064.6;425336.6;171551076.2;15548651.8;;177048.0;;;;;;;;;;;173844.54;152.09585592161824;7.557111149052416;11.40931432186481;7.890808274685433;
Брянская область;2016;14.4;1225741.0;;;;;;;13379.0;67.0;36.0;;;;;;;;;;;;78.8;24006.0;95.0;22923.0;98.5;26.6;258752.7;192667442.62;280672.3;175557997.82;16828772.5;;179767.0;326.0;5275.0;2745.0;43.0;615.0;91.0;31.0;3925.0;113.0;0.0;176506.70400000003;157.18446443416676;7.488419561776222;10.915030173584794;7.698632184767172;
Брянская область;2017;14.2;1220530.0;109404.0;3993.0;6499.0;10110.0;21034.0;67768.0;10559.0;65.0;31.0;42.9;4.9;52.2;;;;;;;;;78.7;25107.0;99.4;24743.0;103.2;24.7;280630.1;214707621.5;277427.7;191018941.6;16064108.9;7347143.3;192775.0;308.0;4860.0;2670.0;35.0;587.0;85.0;20.0;3306.0;41.0;0.0;173315.26;175.9134322794196;7.678137571195284;8.651159742079262;9.091770053982385;89.63646940263656
Брянская область;2018;13.6;1210982.0;107352.0;3727.0;6389.0;9899.0;19868.0;67469.0;11124.0;33.0;12.0;40.3;1.8;57.9;;;;;;;;82.2;79.1;26585.0;102.1;27251.0;107.0;23.7;304547.1;245437004.7;261549.5;218544123.8;17730258.7;8901072.7;209987.0;244.0;4657.0;2642.0;25.0;584.0;99.0;16.0;2978.0;25.0;1.0;164693.552;202.67601392919133;7.8987022757193905;9.185933399505524;4.0453074433656955;88.64871649619896
Брянская область;2019;13.8;1200187.0;106248.0;3531.0;6352.0;9783.0;18854.0;67728.0;10028.0;26.0;11.0;37.5;5.1;57.4;;;;;;;;71.0;77.1;28371.0;100.5;29853.0;104.0;20.7;332442.8;280967084.2;338027.3;253661572.1;17708749.5;9258735.3;225818.0;250.0;4672.0;2896.0;18.0;512.0;98.0;0.0;2962.0;13.0;2.0;165625.806;234.1027558205513;7.959465651545592;8.35536462234635;3.6896689270043876;88.52620466643948
Брянская область;2020;13.6;1192491.0;104116.0;3441.0;6247.0;9757.0;17879.0;66792.0;9480.0;29.0;12.0;44.8;3.7;51.6;94.7;4.6;0.6;30.5;24.1;3.2;5.7;54.2;75.7;28596.0;96.3;31946.0;102.9;23.1;347204.5;283462240.1;310665.9;255686208.3;17876399.5;9588966.4;225643.0;197.0;5177.0;2994.0;26.0;539.0;125.0;1.0;3094.0;18.0;3.0;162178.77599999998;237.70597857761612;7.890718981675759;7.949745532670686;4.324894514767933;87.30967361598536
Владимирская область;2015;14.7;1405613.0;;;;;;;16284.0;76.0;31.0;;;;;;;;;;;;85.2;22712.0;99.5;23877.0;91.0;18.1;262945.5;412895573.49999994;3406255.4;376168121.2;33321196.9;;139408.0;;;;;;;;;;;206625.11099999998;293.747691220841;6.138076787601268;11.584981072315069;6.570867108818471;
Владимирская область;2016;14.6;1397168.0;;;;;;;15662.0;72.0;28.0;;;;;;;;;;;;84.7;22365.0;92.2;25135.0;99.2;18.0;309713.7;451378004.48;3180328.6;411594159.61;36603516.27;;143643.0;657.0;6366.0;3703.0;103.0;1054.0;102.0;5.0;4833.0;61.0;5.0;203986.52800000002;323.06637747214364;6.4226693494299125;11.209818719008737;6.384880602732729;
Владимирская область;2017;13.2;1389599.0;129352.0;4146.0;6735.0;9380.0;21903.0;87188.0;13395.0;59.0;17.0;34.8;8.6;56.6;;;;;;;;;85.4;23554.0;100.9;26975.0;103.6;24.0;325043.1;453782355.79;4003911.4;406483639.23;33308180.36;9986624.8;153088.0;511.0;6406.0;3719.0;44.0;992.0;23.0;0.0;4154.0;100.0;2.0;183427.068;326.5563344461244;6.499448076759786;9.639471530995634;5.673758865248227;93.08584706811102
Владимирская область;2018;13.1;1378337.0;125721.0;3851.0;6769.0;9335.0;20309.0;85457.0;12658.0;45.0;22.0;48.9;8.3;42.8;;;;;;;;69.9;85.5;23539.0;96.4;30460.0;109.9;23.4;349856.4;500985261.6;5005218.9;448427737.2;36295121.0;11257184.5;164519.0;414.0;6401.0;3688.0;37.0;855.0;22.0;0.0;3860.0;54.0;0.0;180562.147;363.47080692167447;6.989209397170653;9.183530587947649;5.293095275714963;91.21209109238161
Владимирская область;2019;12.6;1365805.0;123325.0;3771.0;6695.0;9457.0;19125.0;84277.0;11158.0;43.0;15.0;34.8;4.8;60.4;;;;;;;;70.0;86.7;25358.0;101.9;33076.0;103.5;23.4;394560.3;546653517.57;5425671.9;491830249.31;37815667.16;11581929.2;175251.0;383.0;5368.0;3168.0;28.0;617.0;37.0;3.0;3139.0;26.0;1.0;172091.43;400.24272686803755;6.911073428503825;8.169541039899546;5.198064169205951;90.29473460706323
Владимирская область;2020;12.5;1358416.0;119211.0;3720.0;6662.0;9564.0;17698.0;81567.0;10120.0;51.0;10.0;;;;81.8;15.8;2.5;24.2;16.1;2.2;9.0;60.5;84.2;25922.0;98.0;35240.0;103.0;26.0;410443.6;581325997.97;4965110.5;526153656.11;37264660.97;12942570.39;177680.0;378.0;5546.0;3381.0;16.0;602.0;33.0;7.0;3078.0;21.0;1.0;169802.0;427.94401565499817;6.85440938199213;7.449853358617684;6.027667984189724;87.75735857057043
Волгоградская область;2015;14.2;2557397.0;;;;;;;22218.0;140.0;53.0;;;;;;;;;;;;80.2;22103.0;97.6;24361.0;91.8;18.0;290186.0;747391930.2;48094333.1;633926108.2;65371488.9;;135950.0;;;;;;;;;;;363150.374;292.2471287015665;6.150748767135683;8.687739916798213;8.686650463588082;
Волгоградская область;2016;14.4;2545937.0;;;;;;;21151.0;121.0;44.0;;;;;;;;;;;;79.6;21419.0;90.2;26554.0;101.9;26.7;324961.1;724776974.89;45487289.75;615925694.36;63363990.78;;136055.0;939.0;11268.0;5821.0;102.0;1589.0;112.0;5.0;7464.0;84.0;3.0;366614.9280000001;284.67985456435093;6.352070591530884;8.307746813844961;7.801049595763794;
Волгоградская область;2017;13.6;2535202.0;177983.0;7312.0;12052.0;16508.0;31589.0;110522.0;25173.0;72.0;36.0;34.6;6.3;59.1;;;;;;;;;79.2;22037.0;98.8;27962.0;101.6;24.7;336306.7;853778382.1;47984776.0;724306128.6;66846910.7;14640566.8;145186.0;800.0;10803.0;5559.0;60.0;1479.0;182.0;9.0;6393.0;84.0;2.0;344787.47199999995;336.76937068525507;6.588283341652675;9.929386297423243;4.290311047550947;70.20466219259846
Волгоградская область;2018;13.4;2521276.0;174152.0;6830.0;11940.0;16467.0;30451.0;108464.0;19552.0;79.0;43.0;41.6;9.9;48.4;;;;;;;;;81.4;22813.0;100.1;30894.0;107.4;24.2;369000.4;1034747474.8;63480491.0;882562977.7;71872041.8;16831964.3;154934.0;653.0;9884.0;5100.0;65.0;1347.0;72.0;0.0;5844.0;116.0;6.0;337850.984;410.4062684132955;6.791478542936045;7.75480352012235;6.239770867430442;69.07296146871664
Волгоградская область;2019;12.9;2507509.0;172967.0;6485.0;11939.0;16768.0;29765.0;108010.0;21094.0;55.0;32.0;35.3;4.7;59.9;;;;;;;;;79.0;24158.0;101.0;33371.0;103.6;24.0;384677.3;1057909763.97;58875263.5;905402776.03;72771334.54;20860389.9;166998.0;856.0;10048.0;5294.0;51.0;1309.0;132.0;27.0;5962.0;101.0;2.0;323468.661;421.8966966698824;6.912741120953721;8.412332717449868;4.124395562719257;68.97961283488912
Волгоградская область;2020;11.9;2491036.0;167845.0;6341.0;11802.0;16850.0;28504.0;104348.0;19663.0;66.0;31.0;46.2;4.0;49.8;82.7;13.9;3.3;25.6;17.9;2.5;12.1;;76.8;24864.0;98.7;35962.0;104.2;25.1;394256.5;904268455.11;34272695.0;775584323.2;72780640.71;21630796.2;167446.0;873.0;10806.0;5716.0;73.0;1453.0;118.0;2.0;6228.0;101.0;2.0;296433.28400000004;363.00898706803116;6.734475546975547;7.893502944156567;4.933123124650359;67.37959628042309
Вологодская область;2015;14.5;1191010.0;;;;;;;16381.0;60.0;35.0;;;;;;;;;;;;82.3;24991.0;99.3;27445.0;89.0;20.3;402652.1;539626321.83;589142.0;498161518.49;40875661.34;;132285.0;;;;;;;;;;;172696.45;453.0829479433422;5.293305590012404;13.753872763452867;5.799401745925158;
Вологодская область;2016;13.8;1187685.0;;;;;;;15729.0;65.0;39.0;;;;;;;;;;;;84.5;26602.0;99.2;29303.0;99.8;21.4;430041.5;558780502.8299999;554460.2;515013392.38;43212650.25;;136224.0;997.0;9488.0;4590.0;108.0;1375.0;59.0;0.0;7293.0;223.0;1.0;163900.53;470.47870675305313;5.120817983610255;13.243410500258907;6.611990590628775;
Вологодская область;2017;13.9;1183860.0;101642.0;3101.0;5345.0;7035.0;17465.0;68696.0;12510.0;62.0;25.0;38.2;9.8;51.9;;;;;;;;;83.8;25920.0;94.2;31651.0;104.9;28.9;459777.5;621394857.6;632013.8;572244453.13;40646493.47;7871897.2;145711.0;595.0;8005.0;4204.0;46.0;1007.0;41.0;0.0;5540.0;209.0;5.0;164556.54;524.8888023921747;5.621566358024691;10.567127869849477;6.954436450839328;85.85643572719748
Вологодская область;2018;13.5;1176689.0;97419.0;2857.0;5315.0;6877.0;15926.0;66444.0;12306.0;48.0;17.0;37.8;6.9;55.3;;;;;;;;50.1;84.0;26982.0;100.6;35497.0;109.1;26.6;525206.6;741041914.53;797622.2;692721179.59;40464331.84;7058780.9;159085.0;570.0;7350.0;3970.0;32.0;1007.0;47.0;2.0;4624.0;137.0;2.0;158853.015;629.768710789342;5.895967682158476;10.458158442885077;5.281976271737364;82.7907798917131
Вологодская область;2019;12.9;1167713.0;94490.0;2762.0;5269.0;7074.0;14830.0;64555.0;11280.0;42.0;24.0;38.2;3.3;58.5;;;;;;;;52.8;82.8;28334.0;100.4;39116.0;106.0;24.1;541318.7;757287257.98;634218.6;704649049.85;41971419.33;10032570.2;170174.0;654.0;6818.0;3741.0;56.0;951.0;49.0;2.0;4125.0;116.0;1.0;150634.977;648.5217326346457;6.0059998588268515;9.659907871197804;5.8510638297872335;80.91885591750713
Вологодская область;2020;12.8;1160445.0;91134.0;2821.0;5220.0;7217.0;13795.0;62081.0;10698.0;36.0;23.0;43.1;2.3;54.6;87.5;9.6;2.9;22.9;16.9;2.2;13.6;38.0;82.5;29522.0;99.6;42775.0;105.4;25.9;544379.2;777435178.75;612397.6;728137683.51;40112366.04;8572731.6;182920.0;510.0;6375.0;3523.0;40.0;775.0;31.0;41.0;3584.0;71.0;0.0;148536.96;669.9457352567334;6.196057177697988;9.218877241058387;5.515049541970462;78.53366596434988
Воронежская область;2015;9.5;2331147.0;;;;;;;21176.0;101.0;25.0;;;;;;;;;;;;82.0;29366.0;101.1;24906.0;89.1;15.2;345566.8;461544307.3;5250336.9;396550138.6;59743831.8;;198814.0;;;;;;;;;;;221458.965;197.99021996467835;6.770210447456242;9.083940223417915;5.950132225160559;
Воронежская область;2016;9.4;2333477.0;;;;;;;24938.0;96.0;24.0;;;;;;;;;;;;83.4;29284.0;93.6;26335.0;99.1;15.4;354657.9;483975466.63;5601161.95;414143512.46;64230792.22;;208638.0;651.0;8093.0;3846.0;31.0;1110.0;68.0;7.0;5348.0;603.0;1.0;219346.83800000002;207.40528688733593;7.124641442425898;10.687056268392617;4.811933595316384;
Воронежская область;2017;9.0;2335408.0;218157.0;7353.0;11531.0;17594.0;43573.0;138106.0;22423.0;90.0;18.0;38.6;5.9;55.6;;;;;;;;;84.9;29498.0;97.4;28007.0;102.8;22.8;374125.7;529549775.7;6282741.9;422943623.6;88207265.3;12116144.9;221302.0;622.0;8420.0;4199.0;30.0;1100.0;51.0;0.0;5051.0;467.0;4.0;210186.72;226.7482922470078;7.50227134042986;9.601320197584318;4.816483075413638;93.41279981913223
