region;year;poverty_percent;population;disabled_total;disabled_18_30;disabled_31_40;disabled_41_50;disabled_51_60;disabled_60_plus;newborns;child_deaths_urban;child_deaths_rural;poor_children_share;poor_old_share;poor_working_share;hh_no_crowding;hh_some_crowding;hh_high_crowding;area_total_per_capita;area_living_per_capita;rooms_per_hh;hh_plan_improve;drug_alco_rate;workers_share;cash_income_per_capita;real_incomes_index;formal_wage_paid;real_wage_index;welfare_expense_share;grp_per_capita;industry_total;mining;manufacturing;energy;water_waste;retail_turnover;crime_juveniles;crime_repeat_offenders;crime_prev_convicted;crime_group;crime_group_prep;crime_organized_group;crime_criminal_community;crime_intox_alcohol;crime_intox_narcotic;crime_intox_toxic;poor_abs;production_pc;retail_to_income;birth_rate_per_1000;infant_mortality_per_1000;disabled_per_1000
Республика Алтай;2020;23.8;220181.0;20693.0;886.0;1653.0;2132.0;3264.0;12758.0;2955.0;1.0;21.0;44.5;2.9;52.6;86.5;9.3;4.2;19.5;14.4;2.4;33.4;37.7;68.2;21677.0;104.5;36269.0;105.5;19.8;283451.4;8711664.3;851450.2;4534270.1;2739793.3;586150.7;135351.0;125.0;2326.0;1123.0;1.0;123.0;10.0;0.0;1529.0;2.0;0.0;52403.078;39.56592212770403;6.243991327213175;13.420776542935132;7.4450084602368864;93.98176954414778
Республика Башкортостан;2015;13.0;4071987.0;;;;;;;59196.0;242.0;196.0;;;;;;;;;;;;75.4;27320.0;92.9;25928.0;90.9;13.3;323367.4;1287385675.1;195724685.0;978472826.1;113188164.0;;192720.0;;;;;;;;;;;529358.31;316.1566269980724;7.0541727672035135;14.537374505370474;7.399148591121022;
Республика Башкортостан;2016;12.5;4071064.0;;;;;;;46389.0;197.0;140.0;;;;;;;;;;;;75.9;27849.0;96.2;28108.0;102.3;12.7;349351.5;1302394144.29;209446103.8;970695378.17;122252662.32;;197400.0;1273.0;20549.0;11418.0;138.0;1731.0;132.0;48.0;18501.0;1132.0;2.0;508883.0;319.91492747104934;7.088225789076807;11.39480980893447;7.2646532583155485;
Республика Башкортостан;2017;12.3;4066972.0;260999.0;11996.0;16050.0;20142.0;44573.0;168238.0;36980.0;192.0;158.0;40.8;7.5;51.8;;;;;;;;;75.8;28468.0;99.2;30358.0;105.0;22.9;366013.2;1462487505.1;233703291.5;1082922943.1;122986510.4;22874760.1;206913.0;953.0;20027.0;11325.0;104.0;1386.0;128.0;0.0;16586.0;1152.0;3.0;500237.55600000004;359.60107546843204;7.268266123366587;9.09275992064858;9.464575446187128;64.17526356217846
Республика Башкортостан;2018;12.0;4063293.0;254125.0;11372.0;16353.0;20087.0;42806.0;163507.0;42919.0;138.0;102.0;36.6;4.0;59.4;;;;;;;;56.4;75.0;28967.0;99.3;33753.0;108.7;21.7;428715.6;1714059218.64;314529624.5;1245976976.57;128759632.57;24792985.0;216774.0;971.0;19380.0;10933.0;111.0;1426.0;121.0;30.0;14111.0;374.0;3.0;487595.16;421.83992605012736;7.483481202747955;10.562615100609284;5.591928982501922;62.54163802610346
Республика Башкортостан;2019;12.1;4051005.0;249893.0;11013.0;16619.0;20439.0;41628.0;160194.0;42031.0;141.0;120.0;42.9;6.0;51.1;;;;;;;;57.5;73.4;30567.0;100.6;36465.0;103.3;20.0;447535.2;1797610385.9;309096676.3;1320851443.3;141092975.4;26569290.9;230315.0;1064.0;17906.0;10392.0;101.0;1542.0;174.0;0.0;12162.0;134.0;1.0;490171.605;443.7443019448261;7.534759708182026;10.375450042643738;6.209702362541933;61.68666787624306
Республика Башкортостан;2020;11.6;4038151.0;241642.0;11015.0;16751.0;20890.0;39731.0;153255.0;31122.0;113.0;125.0;40.1;4.5;55.4;77.4;17.9;4.5;23.3;17.4;2.4;16.8;41.1;70.8;30249.0;95.1;38738.0;102.5;22.4;425161.0;1544334054.11;212923273.0;1165509906.51;137740536.7;28160337.9;226691.0;982.0;17067.0;10120.0;78.0;1228.0;169.0;21.0;11372.0;113.0;6.0;468425.516;382.4359351866733;7.494165096366822;7.706992631033361;7.647323436797121;59.839763297608236
Республика Бурятия;2015;18.9;978495.0;;;;;;;16981.0;53.0;65.0;;;;;;;;;;;;71.0;23858.0;101.1;28386.0;89.4;14.5;206880.3;135758135.85;22859995.3;86012018.55;26886122.0;;165812.0;;;;;;;;;;;184935.555;138.74177778118437;6.949953893872077;17.35420211651567;6.948942936222838;
Республика Бурятия;2016;19.3;982284.0;;;;;;;16128.0;52.0;55.0;;;;;;;;;;;;70.8;23723.0;94.0;29969.0;99.5;15.5;224534.7;109513906.05;21128965.4;61204552.41;27180388.24;;170767.0;892.0;10089.0;3802.0;58.0;903.0;117.0;0.0;7102.0;483.0;0.0;189580.812;111.48904598873645;7.198372887071618;16.418876821774557;6.634424603174603;
Республика Бурятия;2017;19.0;984134.0;73679.0;4648.0;7232.0;7667.0;14609.0;39523.0;14315.0;48.0;41.0;42.9;6.7;50.5;;;;;;;;;70.2;23860.0;97.9;32237.0;104.7;25.0;228171.1;112895024.25;25331274.2;59164140.25;26887938.8;1511671.0;173586.0;816.0;8474.0;3473.0;44.0;756.0;95.0;6.0;5897.0;506.0;1.0;186985.46;114.71509393029811;7.2751886001676445;14.54578339941512;6.217254628012574;74.8668372396442
Республика Бурятия;2018;19.1;984511.0;73721.0;4381.0;7306.0;7893.0;13909.0;40232.0;13902.0;45.0;40.0;45.6;5.7;48.7;;;;;;;;48.9;70.9;24081.0;97.8;36047.0;108.4;23.8;262811.9;121569360.16;27973946.0;65598476.5;26273045.43;1723892.23;180022.0;931.0;8588.0;3615.0;51.0;666.0;128.0;0.0;5518.0;359.0;0.0;188041.60100000002;123.4819724309835;7.475686225655081;14.120715766507432;6.114228168608833;74.88082916290423
Республика Бурятия;2019;20.1;983273.0;74795.0;4308.0;7335.0;8296.0;13302.0;41554.0;11538.0;40.0;37.0;43.8;3.7;52.5;;;;;;;;38.8;67.6;25268.0;99.3;39115.0;102.6;20.5;290301.4;139423321.82;36803579.9;75070102.12;24856390.1;2693249.7;192070.0;660.0;8007.0;3645.0;55.0;612.0;59.0;47.0;5032.0;135.0;0.0;197637.87300000002;141.79512894180965;7.60131391483299;11.734279289678451;6.673600277344427;76.06737904935862
Республика Бурятия;2020;19.9;985937.0;73885.0;4255.0;7253.0;8476.0;12710.0;41191.0;12620.0;40.0;29.0;41.7;3.7;54.6;77.3;17.6;5.0;22.7;17.2;2.4;26.4;37.0;64.4;26092.0;98.8;41800.0;102.2;25.5;307558.8;176343104.02;48765852.6;97767864.62;26559640.3;3249746.5;199747.0;646.0;7394.0;3310.0;29.0;425.0;116.0;58.0;4917.0;102.0;0.0;196201.46299999996;178.85838955227362;7.655488272267362;12.800006491286968;5.467511885895404;74.93886526218206
Республика Дагестан;2015;11.0;2990371.0;;;;;;;54724.0;223.0;438.0;;;;;;;;;;;;57.8;26764.0;98.8;19239.0;90.1;13.7;189575.2;40996310.400000006;3336712.0;23492848.1;14166750.3;;205890.0;;;;;;;;;;;328940.81;13.709439531081596;7.6927962935286205;18.300070459484793;12.078795409692274;
Республика Дагестан;2016;13.0;3015660.0;;;;;;;44490.0;197.0;342.0;;;;;;;;;;;;57.9;25669.0;91.1;20629.0;101.0;29.1;203906.4;54360931.809999995;3755218.5;32527963.02;18077750.29;;196329.0;310.0;3806.0;2455.0;34.0;886.0;463.0;4.0;964.0;242.0;3.0;392035.8;18.02621376746715;7.648486501227161;14.75298939535624;12.115082040908069;
Республика Дагестан;2017;14.5;3041900.0;284537.0;37311.0;42234.0;58916.0;74412.0;71664.0;46144.0;156.0;295.0;40.9;5.3;53.8;;;;;;;;;59.1;26483.0;100.9;21941.0;103.3;27.3;209477.8;67421913.8;4922488.5;40558116.7;19314855.1;2626453.5;203361.0;266.0;3468.0;2018.0;16.0;742.0;432.0;1.0;727.0;240.0;1.0;441075.5;22.164408363194056;7.678926103538119;15.16946645188862;9.773751733703191;93.5392353463296
Республика Дагестан;2018;14.6;3063885.0;291892.0;36337.0;43511.0;59541.0;76549.0;75954.0;39572.0;138.0;243.0;38.3;7.9;53.7;;;;;;;;;60.6;25755.0;96.9;25155.0;113.4;28.5;219856.8;74800185.7;5431497.5;45566698.6;21949477.2;1852512.4;183878.0;292.0;4451.0;2016.0;26.0;752.0;275.0;11.0;706.0;30.0;0.0;447327.21;24.41350954751892;7.139506891865657;12.915628360725027;9.628019811988276;95.26858873619604
Республика Дагестан;2019;14.6;3086126.0;302080.0;36075.0;44273.0;59336.0;79200.0;83196.0;41470.0;150.0;207.0;42.1;7.9;50.0;;;;;;;;;59.4;27408.0;102.5;26835.0;102.0;24.5;231886.3;73638177.0;5415295.7;46570751.3;19469195.5;2182934.5;191480.0;250.0;4668.0;2200.0;20.0;568.0;141.0;15.0;846.0;28.0;1.0;450574.396;23.861040346376008;6.9862813776999415;13.437558933109017;8.608632746563782;97.88323613488237
Республика Дагестан;2020;14.8;3110858.0;307505.0;36037.0;45551.0;59155.0;79168.0;87594.0;46506.0;136.0;181.0;38.3;5.0;56.7;73.8;23.3;2.8;29.9;22.5;3.6;16.0;;54.0;27661.0;97.2;31342.0;111.6;28.3;239640.7;67592167.8;4280095.7;43722489.4;17750862.4;1838720.3;188325.0;212.0;4629.0;2102.0;37.0;559.0;183.0;22.0;757.0;17.0;0.0;460406.984;21.727821649204174;6.808322186471928;14.94957339743569;6.816324775297811;98.84893492406276
Республика Ингушетия;2015;29.9;463893.0;;;;;;;8674.0;51.0;48.0;;;;;;;;;;;;54.9;15191.0;87.9;21481.0;85.1;16.8;106955.7;6798832.0;1279111.4;3901113.1;1618607.5;;46598.0;;;;;;;;;;;138704.00699999998;14.656034904600846;3.06747416233296;18.698277404487673;11.41341941434171;
Республика Ингушетия;2016;29.3;472776.0;;;;;;;8143.0;45.0;41.0;;;;;;;;;;;;56.9;15739.0;100.0;22488.0;99.3;17.3;121985.9;7640124.5;1240506.5;3538796.8;2860821.2;;45965.0;5.0;223.0;217.0;5.0;98.0;24.0;1.0;147.0;69.0;2.0;138523.36800000002;16.160136089818433;2.9204523794396087;17.22380154660981;10.56121822424168;
Республика Ингушетия;2017;29.6;480474.0;50626.0;5919.0;6152.0;12070.0;15090.0;11395.0;7527.0;30.0;28.0;42.9;6.8;50.2;;;;;;;;;61.2;15801.0;99.3;22750.0;98.5;30.8;125667.9;5159126.2;1462574.0;1864977.9;1345031.2;486543.1;46464.0;14.0;243.0;186.0;4.0;94.0;24.0;0.0;115.0;74.0;0.0;142220.304;10.73757622680936;2.940573381431555;15.66578004220832;7.705593197821178;105.36678363449427
Республика Ингушетия;2018;30.4;488043.0;51627.0;6088.0;6203.0;11891.0;15222.0;12223.0;7917.0;28.0;21.0;40.9;7.3;51.8;;;;;;;;;60.3;16163.0;100.9;25367.0;108.1;27.9;136930.7;5200141.35;1082337.0;2110617.8;1505786.15;501400.4;51027.0;42.0;233.0;184.0;40.0;92.0;33.0;3.0;89.0;81.0;0.0;148365.072;10.655088486055531;3.1570253047082844;16.221931264253353;6.18921308576481;105.78371168114285
Республика Ингушетия;2019;30.5;497393.0;57338.0;6608.0;7136.0;12921.0;16649.0;14024.0;7977.0;26.0;23.0;37.3;12.3;50.4;;;;;;;;;60.1;16614.0;101.7;27410.0;104.9;29.5;145723.1;5439627.7;1187152.3;2216358.2;1500605.4;535511.8;51702.0;38.0;270.0;196.0;5.0;83.0;11.0;0.0;90.0;46.0;0.0;151704.865;10.936277149055174;3.111953773925605;16.037620151469763;6.142660147925286;115.27705456248883
Республика Ингушетия;2020;30.0;507061.0;59049.0;7180.0;7342.0;12821.0;16588.0;15118.0;8463.0;24.0;23.0;38.1;10.6;51.3;94.4;5.0;0.0;38.2;27.8;4.9;4.6;;56.8;16877.0;99.7;29648.0;104.3;32.5;142199.7;4277505.4;920378.4;2146473.6;384177.0;826476.4;50713.0;26.0;305.0;205.0;13.0;58.0;12.0;8.0;91.0;34.0;0.0;152118.3;8.43587931235098;3.004858683415299;16.6902995892013;5.553586198747489;116.45344445737298
Республика Калмыкия;2015;29.5;280564.0;;;;;;;3823.0;13.0;20.0;;;;;;;;;;;;68.2;15276.0;101.4;20109.0;90.2;16.8;185798.9;4979123.0;1289116.4;1006983.1;2683023.5;;64025.0;;;;;;;;;;;82766.38;17.746834946750116;4.191214977742865;13.626124520608489;8.631964425843577;
Республика Калмыкия;2016;26.7;278733.0;;;;;;;3492.0;15.0;8.0;;;;;;;;;;;;70.2;15696.0;96.0;21318.0;99.5;15.5;249989.8;5327654.5;1569731.7;735085.6;3022837.2;;67572.0;62.0;1156.0;462.0;14.0;83.0;10.0;0.0;709.0;57.0;0.0;74421.711;19.113827569753134;4.305045871559633;12.528118306766691;6.586483390607102;
Республика Калмыкия;2017;24.3;277803.0;21653.0;1930.0;1894.0;2230.0;5305.0;10294.0;3028.0;3.0;12.0;37.5;5.4;57.1;;;;;;;;;71.1;16261.0;98.8;22919.0;103.2;25.0;289676.6;5312961.7;;1234910.4;2054490.5;;70974.0;46.0;1162.0;543.0;12.0;74.0;2.0;0.0;711.0;8.0;1.0;67506.129;19.12492557675763;4.364676219174712;10.899810297225011;4.953764861294584;77.94372270997793
Республика Калмыкия;2018;23.6;275413.0;21255.0;1795.0;1911.0;2119.0;5023.0;10407.0;3043.0;6.0;13.0;36.8;2.1;61.1;;;;;;;;;71.0;17082.0;101.3;26049.0;110.6;25.4;314225.2;6060863.26;;930010.74;2699669.8;;77850.0;62.0;1251.0;570.0;21.0;62.0;1.0;0.0;690.0;8.0;0.0;64997.46800000001;22.006453072295063;4.557428872497366;11.048861164868761;6.243838317449884;77.1750062633209
Республика Калмыкия;2019;23.5;272647.0;21392.0;1774.0;1978.0;2178.0;4820.0;10642.0;2821.0;0.0;4.0;0.0;0.0;0.0;;;;;;;;;69.1;18508.0;102.6;28617.0;104.9;23.5;327149.3;5913083.23;;695091.98;2905599.4;;83234.0;55.0;1288.0;572.0;19.0;74.0;15.0;0.0;710.0;12.0;0.0;64072.045;21.68768858634058;4.497190404149557;10.346712048913064;1.4179369018078696;78.46042685230353
Республика Калмыкия;2020;22.7;271135.0;21023.0;1706.0;1980.0;2164.0;4491.0;10682.0;2772.0;3.0;5.0;33.8;0.3;65.9;79.3;18.0;2.7;30.7;20.2;3.1;7.9;;69.0;19811.0;102.4;32013.0;107.6;24.3;344933.1;6619456.4;;604967.3;4114195.2;;86002.0;69.0;1280.0;572.0;17.0;54.0;18.0;1.0;673.0;15.0;1.0;61547.645;24.413876482195217;4.341123618191913;10.223689306065245;2.886002886002886;77.53702030353882
Республика Карелия;2015;16.2;632533.0;;;;;;;7731.0;33.0;11.0;;;;;;;;;;;;81.1;25859.0;97.9;30704.0;91.4;19.7;335944.5;147488363.89999998;46285683.8;76438873.6;24763806.5;;164576.0;;;;;;;;;;;102470.34599999999;233.17101858717248;6.364360570787733;12.222287216635339;5.691372396843875;
Республика Карелия;2016;16.7;629875.0;;;;;;;7505.0;42.0;11.0;;;;;;;;;;;;83.5;26247.0;94.9;33061.0;101.1;19.9;394826.9;167578739.25000003;52404932.95;86809162.9;28364643.4;;170771.0;534.0;4461.0;1897.0;36.0;545.0;24.0;0.0;3325.0;37.0;10.0;105189.125;266.0507866640207;6.506305482531337;11.915062512403255;7.061958694203864;
Республика Карелия;2017;16.5;627083.0;63950.0;2150.0;3112.0;4218.0;8357.0;46113.0;5991.0;26.0;17.0;34.8;6.6;58.7;;;;;;;;;82.8;27473.0;100.7;34434.0;100.8;29.6;433433.9;196740615.1;73729067.8;93267985.1;26676171.2;3067391.0;180295.0;568.0;3937.0;1752.0;35.0;553.0;27.0;21.0;2672.0;33.0;0.0;103468.695;313.73935364218136;6.562625122847887;9.553759231234142;7.177432815890503;101.98012065388473
Республика Карелия;2018;15.6;622484.0;61979.0;2042.0;3175.0;4251.0;7979.0;44532.0;5538.0;26.0;8.0;38.9;6.9;54.2;;;;;;;;97.4;83.5;29150.0;102.3;39402.0;111.1;28.0;485235.6;234867742.15;83395342.6;121609921.75;25664323.2;4198154.6;196389.0;412.0;3683.0;1883.0;34.0;457.0;35.0;0.0;2209.0;53.0;1.0;97107.504;377.30727560869036;6.737186963979417;8.896614210164438;6.139400505597688;99.56721779194325
Республика Карелия;2019;15.7;618056.0;60874.0;2003.0;3229.0;4438.0;7672.0;43532.0;5051.0;19.0;7.0;42.2;6.0;51.8;;;;;;;;105.8;82.5;30854.0;100.8;42964.0;104.5;24.4;527845.9;246760017.03;91188860.3;126762282.53;25678831.8;3130042.4;209593.0;507.0;4130.0;2135.0;25.0;528.0;53.0;1.0;2294.0;37.0;1.0;97034.79199999999;399.25187528314586;6.79305762623971;8.172398617600994;5.147495545436547;98.49269321873747
Республика Карелия;2020;15.1;614064.0;58909.0;1987.0;3284.0;4509.0;7358.0;41771.0;5199.0;19.0;4.0;39.0;3.0;58.1;78.4;15.5;6.1;23.2;17.1;2.4;25.3;94.0;80.2;32583.0;100.8;46501.0;104.1;24.2;522245.3;245402003.63;88083157.0;126255184.93;26728754.5;4334907.2;226569.0;498.0;4313.0;2307.0;16.0;442.0;97.0;44.0;2440.0;52.0;11.0;92723.664;399.6358744853957;6.953595433201363;8.466544203861487;4.423927678399693;95.932997212017
Республика Коми;2015;15.6;864424.0;;;;;;;11797.0;41.0;14.0;;;;;;;;;;;;86.4;31221.0;90.9;41365.0;89.2;14.7;613975.0;514956124.4;295708193.3;175276726.1;43971205.0;;174886.0;;;;;;;;;;;134850.144;595.7216879679416;5.60155023862144;13.647237929534581;4.662202254810545;
Республика Коми;2016;16.1;856831.0;;;;;;;10293.0;42.0;19.0;;;;;;;;;;;;85.7;31725.0;94.7;43662.0;99.2;16.6;677818.8;505082970.97;295261952.7;164306821.52;45514196.75;;170979.0;659.0;7543.0;4034.0;120.0;650.0;49.0;45.0;6323.0;96.0;5.0;137949.79100000003;589.4779378547229;5.389408983451537;12.01287068278342;5.926357718838045;
Республика Коми;2017;15.7;850554.0;63516.0;3176.0;5408.0;6320.0;12538.0;36074.0;9766.0;35.0;8.0;34.8;8.5;56.8;;;;;;;;;85.7;32310.0;97.5;45689.0;101.1;23.9;719599.3;537630158.33;314269797.7;170537208.73;47107879.9;5715272.0;177599.0;526.0;6950.0;4078.0;55.0;643.0;91.0;27.0;5010.0;34.0;6.0;133536.978;632.0940920035648;5.496719281956051;11.481928249117633;4.403030923612533;74.6760346785742
Республика Коми;2018;14.9;840873.0;62179.0;2938.0;5377.0;6344.0;11651.0;35869.0;8602.0;30.0;9.0;38.0;7.6;54.4;;;;;;;;116.3;88.0;34074.0;101.1;50413.0;107.0;23.5;833270.1;645617177.06;400372547.2;194300579.76;44612610.9;6331439.2;184993.0;369.0;6405.0;3904.0;60.0;440.0;95.0;16.0;4478.0;39.0;0.0;125290.077;767.793920199602;5.429154193813464;10.229844459270305;4.533829342013485;73.94576826702725
Республика Коми;2019;15.5;830235.0;61803.0;2814.0;5289.0;6446.0;11006.0;36248.0;7945.0;31.0;9.0;39.7;6.4;53.9;;;;;;;;120.1;87.6;35356.0;97.1;53416.0;100.4;21.8;873159.0;676440896.76;425992069.0;199128119.23;43013227.53;8307481.0;196592.0;470.0;6523.0;3907.0;60.0;509.0;67.0;28.0;4298.0;49.0;2.0;128686.425;814.7583476485573;5.560357506505261;9.569579697314616;5.0346129641283826;74.4403692930315
Республика Коми;2020;15.3;820473.0;60407.0;2764.0;5130.0;6494.0;10321.0;35698.0;7576.0;14.0;4.0;40.1;6.6;53.3;80.5;14.2;5.3;21.9;15.5;2.3;27.8;76.4;84.3;36677.0;98.0;57156.0;102.1;22.7;749219.3;545216634.63;303708239.3;190136442.48;42455955.55;8915997.3;201675.0;507.0;6457.0;4045.0;57.0;434.0;160.0;19.0;4150.0;37.0;1.0;125532.369;664.5150232000321;5.498677645390845;9.233698122912028;2.3759239704329462;73.62460434407959
Республика Крым;2015;23.1;1895915.0;;;;;;;23951.0;62.0;88.0;;;;;;;;;;;;80.5;15664.0;;22440.0;;12.6;139873.3;91276872.0;8186286.5;57537833.3;25552752.2;;112916.0;;;;;;;;;;;437956.365;48.14396847959956;7.2086312563840655;12.632950316865472;6.262786522483404;
Республика Крым;2016;23.3;1907106.0;;;;;;;22995.0;58.0;63.0;;;;;;;;;;;;78.4;17825.0;102.1;24140.0;96.2;10.2;189916.6;117354076.18;12328384.15;74005063.93;31020628.1;;115133.0;562.0;5840.0;4060.0;153.0;908.0;48.0;14.0;2815.0;169.0;2.0;444355.69800000003;61.535161747695206;6.459074333800841;12.057536392838154;5.2620134811915635;
Республика Крым;2017;19.4;1912168.0;123816.0;5844.0;10667.0;15563.0;30127.0;61615.0;20962.0;49.0;63.0;42.2;6.3;51.5;;;;;;;;;80.6;19818.0;106.4;26165.0;103.6;13.6;201251.2;130991496.34;10786642.2;78646762.04;35383015.9;6175076.2;120177.0;479.0;6142.0;4008.0;30.0;826.0;52.0;0.0;2959.0;238.0;6.0;370960.59199999995;68.50417763501952;6.064032697547684;10.9624258956326;5.343001621982635;64.75163270172914
Республика Крым;2018;17.3;1913731.0;123658.0;5353.0;10565.0;15473.0;28799.0;63468.0;20319.0;37.0;43.0;44.9;5.5;49.6;;;;;;;;;81.6;21524.0;105.9;29640.0;110.5;13.5;228692.9;151385407.92;14372450.2;93537356.82;37020516.6;6455084.3;133940.0;451.0;6127.0;3551.0;37.0;774.0;78.0;14.0;2620.0;68.0;2.0;331075.463;79.1048522075464;6.222821036981974;10.617479677133307;3.937201633938678;64.61618691446186
Республика Крым;2019;17.2;1911818.0;124025.0;4993.0;10563.0;15405.0;27683.0;65381.0;19214.0;36.0;53.0;40.2;7.5;52.3;;;;;;;;;82.3;22364.0;99.0;32748.0;105.3;13.0;245411.7;156345620.1;10992783.3;99091919.7;37760565.2;8500351.9;143660.0;343.0;6067.0;3586.0;23.0;782.0;70.0;8.0;2634.0;87.0;0.0;328832.696;81.77850616533581;6.423716687533536;10.050119833582485;4.632039138128448;64.8728069303668
Республика Крым;2020;17.2;1912622.0;123446.0;4848.0;10440.0;15477.0;26577.0;66104.0;18868.0;48.0;54.0;48.2;1.7;50.1;84.2;10.9;4.9;27.5;19.0;2.6;10.0;;81.1;22950.0;99.5;34181.0;101.5;15.5;270363.8;171343903.98;12350320.9;100422035.18;49583786.2;8987761.7;148071.0;396.0;6678.0;3743.0;23.0;825.0;106.0;17.0;2705.0;72.0;0.0;328970.984;89.58586902168855;6.451895424836601;9.864991618835296;5.4059783760864955;64.54281086382986
Республика Марий Эл;2015;22.2;687435.0;;;;;;;9951.0;44.0;31.0;;;;;;;;;;;;78.1;18550.0;97.2;21947.0;92.7;14.7;250039.3;150890668.21;500882.9;139430891.51;10958893.8;;111526.0;;;;;;;;;;;152610.57;219.49808812469544;6.0121832884097035;14.475550415675665;7.536930961712391;
Республика Марий Эл;2016;22.1;685865.0;;;;;;;9567.0;25.0;25.0;;;;;;;;;;;;78.3;18859.0;95.0;23305.0;99.4;15.2;249375.0;146072831.4;648938.8;133456674.5;11967218.1;;114549.0;325.0;2562.0;1095.0;13.0;337.0;14.0;0.0;2252.0;93.0;0.0;151576.165;212.97606875988717;6.073969987804231;13.948809167984953;5.226298735235706;
Республика Марий Эл;2017;21.7;684684.0;64180.0;2917.0;3868.0;4681.0;11663.0;41051.0;8147.0;25.0;13.0;31.2;4.0;64.8;;;;;;;;;77.5;19331.0;98.6;25440.0;105.3;24.2;260703.5;168958445.1;656209.2;152085601.1;11545799.8;4670835.0;119956.0;198.0;2525.0;1269.0;17.0;279.0;111.0;0.0;1823.0;67.0;0.0;148576.42799999999;246.76850211192317;6.205369613574052;11.898919793656637;4.664293605007979;93.73667268404111
Республика Марий Эл;2018;20.4;682333.0;63140.0;2767.0;3931.0;4724.0;11010.0;40708.0;7438.0;19.0;23.0;33.9;6.7;59.4;;;;;;;;73.7;76.3;19802.0;99.2;28143.0;107.4;25.1;282803.8;175444383.25;684005.2;157872055.75;11878384.0;5009938.3;127087.0;210.0;2614.0;1321.0;13.0;274.0;64.0;11.0;1814.0;48.0;0.0;139195.932;257.1242827915402;6.417887082112918;10.900835808908553;5.6466792148427;92.53546288982066
Республика Марий Эл;2019;20.1;680380.0;62203.0;2607.0;3982.0;4804.0;10336.0;40474.0;6161.0;24.0;6.0;43.8;3.3;52.9;;;;;;;;91.3;75.8;20864.0;100.0;30152.0;101.9;22.7;300163.4;180167472.08;677188.3;161680407.07;11953563.61;5856313.1;133493.0;225.0;2507.0;1249.0;14.0;256.0;55.0;15.0;1684.0;25.0;0.0;136756.38;264.80418601369826;6.398245782208589;9.055233839912988;4.869339392955689;91.42391016784738
Республика Марий Эл;2020;19.5;679417.0;60414.0;2534.0;3926.0;4936.0;9548.0;39470.0;5656.0;20.0;11.0;32.8;5.8;61.5;81.0;13.2;5.8;24.1;16.5;2.4;19.7;66.5;71.9;21264.0;98.3;32278.0;103.8;22.4;290803.3;162458477.17;929458.4;142625577.67;11947115.7;6956325.4;134692.0;175.0;2273.0;1098.0;4.0;261.0;24.0;4.0;1580.0;9.0;0.0;132486.315;239.1145307962562;6.334273890142964;8.324784337159652;5.480905233380481;88.92035377389733
Республика Мордовия;2015;19.8;808888.0;;;;;;;7864.0;19.0;16.0;;;;;;;;;;;;83.4;17588.0;97.3;22029.0;94.8;12.8;223161.1;144373503.7;231146.3;132267955.8;11874401.6;;96377.0;;;;;;;;;;;160159.824;178.48392323782772;5.479702069592904;9.721988705482094;4.450661241098677;
Республика Мордовия;2016;18.5;807453.0;;;;;;;7975.0;19.0;17.0;;;;;;;;;;;;83.0;17832.0;96.3;23229.0;100.1;13.3;276359.6;150340504.88000003;132358.9;138024387.77;12183758.21;;101590.0;182.0;3460.0;1784.0;34.0;337.0;31.0;0.0;2335.0;55.0;0.0;149378.805;186.1910289267611;5.6970614625392555;9.876735859548482;4.514106583072101;
Республика Мордовия;2017;18.2;808541.0;71000.0;2648.0;4040.0;6088.0;14564.0;43660.0;6399.0;20.0;15.0;35.3;6.2;58.6;;;;;;;;;83.7;18255.0;99.9;24327.0;102.3;19.2;292626.5;182349411.3;77313.8;167180032.6;11745010.2;3347054.7;108326.0;133.0;3532.0;1867.0;25.0;393.0;24.0;1.0;2014.0;60.0;0.0;147154.462;225.5289605598232;5.934045466995344;7.914255430460546;5.469604625722769;87.81249188352848
Республика Мордовия;2018;17.8;805056.0;69907.0;2479.0;4008.0;5951.0;13710.0;43759.0;6127.0;17.0;3.0;38.0;4.2;57.8;;;;;;;;71.5;83.9;18651.0;99.4;26712.0;107.8;20.5;306987.1;209844698.7;86371.5;189093698.0;13576816.3;7087812.9;114694.0;166.0;3538.0;1946.0;23.0;376.0;30.0;3.0;1945.0;98.0;0.0;143299.968;260.658511581803;6.14948260146909;7.610650687654027;3.264240248082259;86.83495309643057
Республика Мордовия;2019;18.0;795504.0;68787.0;2354.0;4006.0;5785.0;12799.0;43843.0;5451.0;16.0;10.0;26.8;12.1;61.2;;;;;;;;85.9;86.3;19748.0;101.3;28826.0;104.2;21.9;332154.8;223879045.6;96333.4;207256340.4;12354091.5;4172280.4;123273.0;196.0;3330.0;1836.0;23.0;322.0;10.0;2.0;1850.0;112.0;0.0;143190.72;281.430446107122;6.242303018027142;6.8522596995112535;4.769767015226564;86.46970976890123
Республика Мордовия;2020;17.6;790197.0;66412.0;2236.0;3940.0;5709.0;11882.0;42645.0;4588.0;9.0;8.0;;;;86.3;9.6;3.8;26.2;20.0;2.7;6.1;45.9;81.5;20631.0;100.7;31105.0;105.1;22.5;342811.2;252399282.1;117125.5;236603930.5;12387742.0;3290484.1;127327.0;163.0;3449.0;1866.0;21.0;311.0;297.0;40.0;1890.0;56.0;0.0;139074.67200000002;319.413111034337;6.17163491832679;5.806147074716811;3.7053182214472535;84.04486476157211
